,Date,<TICKER>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1010,1010,Behran.Oil,14919.0,15217.0,15217.0,15217.0,1034172
1011,1011,Behran.Oil,15217.0,15521.0,15221.0,15391.0,97954
1012,1012,Behran.Oil,15391.0,15690.0,15217.0,15309.0,146109
1013,1013,Behran.Oil,15309.0,15309.0,15003.0,15120.0,110224
1014,1014,Behran.Oil,15120.0,15121.0,14818.0,15022.0,57749
1015,1015,Behran.Oil,15022.0,15322.0,15023.0,15077.0,30567
1016,1016,Behran.Oil,15077.0,15078.0,15077.0,15077.0,825
1017,1017,Behran.Oil,15077.0,15200.0,15000.0,15056.0,83001
1018,1018,Behran.Oil,15056.0,15357.0,15002.0,15324.0,147021
1019,1019,Behran.Oil,15324.0,15630.0,15353.0,15608.0,195405
1020,1020,Behran.Oil,15608.0,15920.0,15500.0,15830.0,2102990
1021,1021,Behran.Oil,15830.0,15920.0,15703.0,15823.0,173351
1022,1022,Behran.Oil,15823.0,15829.0,15690.0,15811.0,14226
1023,1023,Behran.Oil,15811.0,15787.0,15495.0,15787.0,4664831
1024,1024,Behran.Oil,15787.0,15768.0,15472.0,15768.0,8641
1025,1025,Behran.Oil,15768.0,15763.0,15453.0,15763.0,1851
1026,1026,Behran.Oil,15763.0,15754.0,15448.0,15754.0,3697
1027,1027,Behran.Oil,15754.0,15752.0,15439.0,15752.0,820
1028,1028,Behran.Oil,15752.0,15745.0,15437.0,15745.0,3010
1029,1029,Behran.Oil,15745.0,15733.0,15431.0,15733.0,5693
1030,1030,Behran.Oil,15733.0,15721.0,15419.0,15721.0,5425
1031,1031,Behran.Oil,15721.0,15713.0,15407.0,15713.0,3689
1032,1032,Behran.Oil,15713.0,15687.0,15399.0,15687.0,11753
1033,1033,Behran.Oil,15687.0,15624.0,15374.0,15624.0,29164
1034,1034,Behran.Oil,15624.0,15399.0,15312.0,15318.0,309149
1035,1035,Behran.Oil,15318.0,15249.0,15012.0,15172.0,247213
1036,1036,Behran.Oil,15172.0,15475.0,15312.0,15470.0,313672
1037,1037,Behran.Oil,15470.0,15779.0,15300.0,15592.0,79694
1038,1038,Behran.Oil,15592.0,15903.0,15777.0,15831.0,113890
1039,1039,Behran.Oil,15831.0,15848.0,15831.0,15834.0,54145
1040,1040,Behran.Oil,15834.0,15876.0,15837.0,15837.0,28210
1041,1041,Behran.Oil,15837.0,16153.0,15837.0,15912.0,81927
1042,1042,Behran.Oil,15912.0,20020.0,18400.0,19388.0,152071
1043,1043,Behran.Oil,19388.0,19388.0,19001.0,19120.0,109676
1044,1044,Behran.Oil,19120.0,19116.0,18738.0,19116.0,1696
1045,1045,Behran.Oil,19116.0,18952.0,18734.0,18952.0,62014
1046,1046,Behran.Oil,18952.0,18782.0,18573.0,18782.0,64732
1047,1047,Behran.Oil,18782.0,18618.0,18407.0,18618.0,62877
1048,1048,Behran.Oil,18618.0,18426.0,18246.0,18426.0,74443
1049,1049,Behran.Oil,18426.0,18228.0,18058.0,18228.0,77541
1050,1050,Behran.Oil,18228.0,18246.0,17864.0,17961.0,170643
1051,1051,Behran.Oil,17961.0,18300.0,17984.0,17984.0,33985
1052,1052,Behran.Oil,17984.0,17999.0,17625.0,17904.0,47316
1053,1053,Behran.Oil,17904.0,17825.0,17600.0,17825.0,64889
1054,1054,Behran.Oil,17825.0,18150.0,17469.0,17549.0,1028006
1055,1055,Behran.Oil,17549.0,17550.0,17203.0,17511.0,22456
1056,1056,Behran.Oil,17511.0,17346.0,17161.0,17346.0,68569
1057,1057,Behran.Oil,17346.0,17230.0,17001.0,17230.0,49009
1058,1058,Behran.Oil,17230.0,17278.0,17000.0,17216.0,9905
1059,1059,Behran.Oil,17216.0,17176.0,16872.0,17176.0,17881
1060,1060,Behran.Oil,17176.0,17088.0,16833.0,17088.0,37172
1061,1061,Behran.Oil,17088.0,17080.0,16752.0,16985.0,71004
1062,1062,Behran.Oil,16985.0,17150.0,16951.0,16990.0,28330
1063,1063,Behran.Oil,16990.0,17250.0,16989.0,17018.0,34472
1064,1064,Behran.Oil,17018.0,17099.0,16808.0,17013.0,39770
1065,1065,Behran.Oil,17013.0,17013.0,16704.0,17013.0,4557
1066,1066,Behran.Oil,17013.0,17012.0,16999.0,17012.0,7103
1067,1067,Behran.Oil,17012.0,17012.0,17011.0,17012.0,2892
1068,1068,Behran.Oil,17012.0,17012.0,16900.0,17011.0,2358
1069,1069,Behran.Oil,17011.0,17008.0,16901.0,17008.0,18827
1070,1070,Behran.Oil,17008.0,17009.0,16986.0,17004.0,36186
1071,1071,Behran.Oil,17004.0,17005.0,16901.0,17003.0,17155
1072,1072,Behran.Oil,17003.0,17097.0,16970.0,16999.0,137233
1073,1073,Behran.Oil,16999.0,17096.0,16907.0,17010.0,73724
1074,1074,Behran.Oil,17010.0,17050.0,17010.0,17010.0,4606
1075,1075,Behran.Oil,17010.0,17150.0,17000.0,17070.0,79202
1076,1076,Behran.Oil,17070.0,17411.0,17094.0,17094.0,16326
1077,1077,Behran.Oil,17094.0,17435.0,17142.0,17142.0,20230
1078,1078,Behran.Oil,17142.0,17484.0,17180.0,17180.0,16486
1079,1079,Behran.Oil,17180.0,17180.0,17000.0,17176.0,9745
1080,1080,Behran.Oil,17176.0,17200.0,17011.0,17157.0,48097
1081,1081,Behran.Oil,17157.0,17347.0,17056.0,17151.0,17509
1082,1082,Behran.Oil,17151.0,17494.0,17250.0,17318.0,73969
1083,1083,Behran.Oil,17318.0,17664.0,17377.0,17377.0,24848
1084,1084,Behran.Oil,17377.0,17724.0,17430.0,17430.0,22088
1085,1085,Behran.Oil,17430.0,17778.0,17438.0,17438.0,3228
1086,1086,Behran.Oil,17438.0,17786.0,17476.0,17476.0,15728
1087,1087,Behran.Oil,17476.0,17825.0,17532.0,17532.0,23210
1088,1088,Behran.Oil,17532.0,17882.0,17558.0,17558.0,10834
1089,1089,Behran.Oil,17558.0,17909.0,17588.0,17588.0,12416
1090,1090,Behran.Oil,17588.0,17939.0,17602.0,17602.0,5628
1091,1091,Behran.Oil,17602.0,17954.0,17692.0,17692.0,36947
1092,1092,Behran.Oil,17692.0,18040.0,17900.0,17958.0,30227
1093,1093,Behran.Oil,17958.0,18317.0,18036.0,18036.0,32974
1094,1094,Behran.Oil,18036.0,18396.0,17677.0,18083.0,211164
1095,1095,Behran.Oil,18083.0,18345.0,18083.0,18095.0,14745
1096,1096,Behran.Oil,18095.0,18456.0,17734.0,18079.0,52553
1097,1097,Behran.Oil,18079.0,18078.0,18000.0,18078.0,1467
1098,1098,Behran.Oil,18078.0,18439.0,18000.0,18251.0,71095
1099,1099,Behran.Oil,18251.0,18616.0,18267.0,18267.0,6184
1100,1100,Behran.Oil,18267.0,18632.0,18272.0,18272.0,2011
1101,1101,Behran.Oil,18272.0,18632.0,18300.0,18314.0,22454
1102,1102,Behran.Oil,18314.0,18314.0,18280.0,18313.0,15999
1103,1103,Behran.Oil,18313.0,18499.0,18290.0,18326.0,28659
1104,1104,Behran.Oil,18326.0,18326.0,18200.0,18323.0,3590
1105,1105,Behran.Oil,18323.0,18500.0,18322.0,18325.0,3810
1106,1106,Behran.Oil,18325.0,18499.0,18343.0,18345.0,38802
1107,1107,Behran.Oil,18345.0,18350.0,18345.0,18345.0,5360
1108,1108,Behran.Oil,18345.0,18346.0,18034.0,18340.0,20484
1109,1109,Behran.Oil,18340.0,18337.0,18037.0,18337.0,1466
1110,1110,Behran.Oil,18337.0,18460.0,18337.0,18338.0,24008
1111,1111,Behran.Oil,18338.0,18340.0,18323.0,18335.0,26732
1112,1112,Behran.Oil,18335.0,18335.0,18298.0,18332.0,16322
1113,1113,Behran.Oil,18332.0,18490.0,18248.0,18345.0,33432
1114,1114,Behran.Oil,18345.0,18350.0,18300.0,18343.0,11357
1115,1115,Behran.Oil,18343.0,18500.0,18280.0,18338.0,16892
1116,1116,Behran.Oil,18338.0,18330.0,18180.0,18330.0,7899
1117,1117,Behran.Oil,18330.0,18248.0,17976.0,18248.0,38311
1118,1118,Behran.Oil,18248.0,18193.0,17900.0,18193.0,23683
1119,1119,Behran.Oil,18193.0,18158.0,17900.0,18158.0,26462
1120,1120,Behran.Oil,18158.0,18139.0,17988.0,18139.0,16628
1121,1121,Behran.Oil,18139.0,18107.0,17801.0,18107.0,19972
1122,1122,Behran.Oil,18107.0,18107.0,17850.0,18088.0,18883
1123,1123,Behran.Oil,18088.0,18130.0,17881.0,18086.0,5038
1124,1124,Behran.Oil,18086.0,18130.0,17746.0,18087.0,30107
1125,1125,Behran.Oil,18087.0,18108.0,18088.0,18088.0,4918
1126,1126,Behran.Oil,18088.0,18088.0,17998.0,18084.0,8634
1127,1127,Behran.Oil,18084.0,18150.0,18000.0,18085.0,30719
1128,1128,Behran.Oil,18085.0,18300.0,17855.0,18132.0,52218
1129,1129,Behran.Oil,18132.0,18494.0,18141.0,18141.0,7064
1130,1130,Behran.Oil,18141.0,18503.0,18170.0,18170.0,11766
1131,1131,Behran.Oil,18170.0,18533.0,18431.0,18431.0,103550
1132,1132,Behran.Oil,18431.0,18799.0,18491.0,18491.0,24876
1133,1133,Behran.Oil,18491.0,18860.0,18550.0,18550.0,23193
1134,1134,Behran.Oil,18550.0,18600.0,18550.0,18552.0,6530
1135,1135,Behran.Oil,18552.0,18923.0,18582.0,18610.0,23450
1136,1136,Behran.Oil,18610.0,18979.0,18626.0,18667.0,36302
1137,1137,Behran.Oil,18667.0,18765.0,18669.0,18669.0,4942
1138,1138,Behran.Oil,18669.0,19041.0,18719.0,18719.0,20310
1139,1139,Behran.Oil,18719.0,19091.0,18719.0,18783.0,29185
1140,1140,Behran.Oil,18783.0,19157.0,18790.0,18790.0,6915
1141,1141,Behran.Oil,18790.0,19165.0,18830.0,18830.0,16007
1142,1142,Behran.Oil,18830.0,19206.0,18876.0,18876.0,18287
1143,1143,Behran.Oil,18876.0,19253.0,18895.0,18895.0,7439
1144,1144,Behran.Oil,18895.0,19272.0,18913.0,18913.0,6745
1145,1145,Behran.Oil,18913.0,19291.0,18967.0,18967.0,20684
1146,1146,Behran.Oil,18967.0,19346.0,19026.0,19026.0,22464
1147,1147,Behran.Oil,19026.0,19406.0,19072.0,19072.0,17338
1148,1148,Behran.Oil,19072.0,19453.0,19176.0,19176.0,39156
1149,1149,Behran.Oil,19176.0,19559.0,19235.0,19235.0,22072
1150,1150,Behran.Oil,19235.0,19619.0,19305.0,19305.0,227862
1151,1151,Behran.Oil,19305.0,19690.0,19333.0,19333.0,17933
1152,1152,Behran.Oil,19333.0,19650.0,19359.0,19359.0,215019
1153,1153,Behran.Oil,19359.0,19687.0,19398.0,19398.0,17906
1154,1154,Behran.Oil,19398.0,19665.0,19400.0,19406.0,18464
1155,1155,Behran.Oil,19406.0,19794.0,19410.0,19472.0,35920
1156,1156,Behran.Oil,19472.0,17600.0,17000.0,17214.0,6765
1157,1157,Behran.Oil,17214.0,17214.0,16870.0,17184.0,13149
1158,1158,Behran.Oil,17184.0,17175.0,16841.0,17175.0,3655
1159,1159,Behran.Oil,17175.0,17162.0,16832.0,17162.0,5614
1160,1160,Behran.Oil,17162.0,17153.0,16819.0,17153.0,3945
1161,1161,Behran.Oil,17153.0,17147.0,16810.0,17147.0,2612
1162,1162,Behran.Oil,17147.0,17119.0,16805.0,17119.0,11782
1163,1163,Behran.Oil,17119.0,17031.0,16777.0,17031.0,36951
1164,1164,Behran.Oil,17031.0,16714.0,16691.0,16714.0,134388
1165,1165,Behran.Oil,16714.0,16832.0,16678.0,16714.0,26924
1166,1166,Behran.Oil,16714.0,16714.0,16380.0,16680.0,15054
1167,1167,Behran.Oil,16680.0,16670.0,16403.0,16664.0,11569
1168,1168,Behran.Oil,16664.0,16607.0,16400.0,16607.0,35142
1169,1169,Behran.Oil,16607.0,16600.0,16400.0,16595.0,9126
1170,1170,Behran.Oil,16595.0,16564.0,16347.0,16564.0,18500
1171,1171,Behran.Oil,16564.0,16477.0,16233.0,16477.0,37685
1172,1172,Behran.Oil,16477.0,16200.0,16148.0,16171.0,173883
1173,1173,Behran.Oil,16171.0,16300.0,16100.0,16168.0,29752
1174,1174,Behran.Oil,16168.0,16491.0,16170.0,16216.0,37055
1175,1175,Behran.Oil,16216.0,16540.0,16216.0,16243.0,13947
1176,1176,Behran.Oil,16243.0,16567.0,16249.0,16249.0,2496
1177,1177,Behran.Oil,16249.0,16573.0,16257.0,16257.0,105607
1178,1178,Behran.Oil,16257.0,16582.0,16362.0,16362.0,46644
1179,1179,Behran.Oil,16362.0,16689.0,16391.0,16391.0,12851
1180,1180,Behran.Oil,16391.0,16718.0,16512.0,16512.0,58367
1181,1181,Behran.Oil,16512.0,16842.0,16512.0,16526.0,17449
1182,1182,Behran.Oil,16526.0,16564.0,16530.0,16530.0,15210
1183,1183,Behran.Oil,16530.0,16630.0,16533.0,16533.0,6114
1184,1184,Behran.Oil,16533.0,16572.0,16301.0,16521.0,13382
1185,1185,Behran.Oil,16521.0,16793.0,16594.0,16594.0,45428
1186,1186,Behran.Oil,16594.0,16793.0,16601.0,16611.0,15765
1187,1187,Behran.Oil,16611.0,16943.0,16662.0,16668.0,29727
1188,1188,Behran.Oil,16668.0,16900.0,16689.0,16689.0,13161
1189,1189,Behran.Oil,16689.0,16890.0,16600.0,16681.0,16581
1190,1190,Behran.Oil,16681.0,16830.0,16500.0,16679.0,10351
1191,1191,Behran.Oil,16679.0,16829.0,16350.0,16679.0,320
1192,1192,Behran.Oil,16679.0,16779.0,16417.0,16677.0,6156
1193,1193,Behran.Oil,16677.0,16779.0,16677.0,16688.0,23961
1194,1194,Behran.Oil,16688.0,16780.0,16655.0,16697.0,22116
1195,1195,Behran.Oil,16697.0,16780.0,16651.0,16696.0,7517
1196,1196,Behran.Oil,16696.0,17029.0,16600.0,16745.0,165355
1197,1197,Behran.Oil,16745.0,17079.0,16768.0,16768.0,10108
1198,1198,Behran.Oil,16768.0,17103.0,16868.0,16868.0,43410
1199,1199,Behran.Oil,16868.0,17205.0,16938.0,16938.0,29899
1200,1200,Behran.Oil,16938.0,17276.0,16938.0,17265.0,139555
1201,1201,Behran.Oil,17265.0,17610.0,17300.0,17425.0,84252
1202,1202,Behran.Oil,17425.0,17773.0,17672.0,17672.0,102364
1203,1203,Behran.Oil,17672.0,18000.0,17729.0,17729.0,25108
1204,1204,Behran.Oil,17729.0,17800.0,17375.0,17730.0,17034
1205,1205,Behran.Oil,17730.0,18000.0,17789.0,17789.0,32087
1206,1206,Behran.Oil,17789.0,17997.0,17797.0,17797.0,6295
1207,1207,Behran.Oil,17797.0,17878.0,17779.0,17797.0,1806
1208,1208,Behran.Oil,17797.0,17895.0,17800.0,17802.0,10958
1209,1209,Behran.Oil,17802.0,17800.0,17446.0,17770.0,14039
1210,1210,Behran.Oil,17770.0,17770.0,17420.0,17770.0,719
1211,1211,Behran.Oil,17770.0,17758.0,17415.0,17758.0,4721
1212,1212,Behran.Oil,17758.0,17746.0,17403.0,17746.0,4983
1213,1213,Behran.Oil,17746.0,17736.0,17392.0,17736.0,4270
1214,1214,Behran.Oil,17736.0,17716.0,17382.0,17716.0,8316
1215,1215,Behran.Oil,17716.0,17800.0,17362.0,17632.0,34685
1216,1216,Behran.Oil,17632.0,17632.0,17280.0,17626.0,5107
1217,1217,Behran.Oil,17626.0,17609.0,17274.0,17609.0,7048
1218,1218,Behran.Oil,17609.0,17606.0,17257.0,17606.0,1172
1219,1219,Behran.Oil,17606.0,17597.0,17254.0,17597.0,3733
1220,1220,Behran.Oil,17597.0,17492.0,17246.0,17492.0,42987
1221,1221,Behran.Oil,17492.0,17477.0,17143.0,17477.0,6099
1222,1222,Behran.Oil,17477.0,17377.0,17128.0,17377.0,41084
1223,1223,Behran.Oil,17377.0,17315.0,17030.0,17315.0,25572
1224,1224,Behran.Oil,17315.0,17309.0,16969.0,17309.0,2679
1225,1225,Behran.Oil,17309.0,17219.0,16963.0,17219.0,37311
1226,1226,Behran.Oil,17219.0,16882.0,16875.0,16882.0,141076
1227,1227,Behran.Oil,16882.0,16930.0,16879.0,16882.0,66979
1228,1228,Behran.Oil,16882.0,16874.0,16600.0,16874.0,6399
1229,1229,Behran.Oil,16874.0,16547.0,16537.0,16537.0,150054
1230,1230,Behran.Oil,16537.0,16408.0,16207.0,16408.0,56331
1231,1231,Behran.Oil,16408.0,16450.0,16408.0,16416.0,46922
1232,1232,Behran.Oil,16416.0,16420.0,16088.0,16110.0,151004
1233,1233,Behran.Oil,16110.0,16110.0,15788.0,15790.0,291059
1234,1234,Behran.Oil,15790.0,15789.0,15475.0,15525.0,125848
1235,1235,Behran.Oil,15525.0,15475.0,15215.0,15399.0,67099
1236,1236,Behran.Oil,15399.0,15695.0,15092.0,15352.0,23409
1237,1237,Behran.Oil,15352.0,15659.0,15045.0,15351.0,124617
1238,1238,Behran.Oil,15351.0,15401.0,15354.0,15354.0,7878
1239,1239,Behran.Oil,15354.0,15500.0,15355.0,15355.0,1494
1240,1240,Behran.Oil,15355.0,15662.0,15445.0,15445.0,42160
1241,1241,Behran.Oil,15445.0,15753.0,15533.0,15533.0,41077
1242,1242,Behran.Oil,15533.0,15700.0,15535.0,15566.0,30976
1243,1243,Behran.Oil,15566.0,15600.0,15500.0,15568.0,45136
1244,1244,Behran.Oil,15568.0,15576.0,15568.0,15568.0,14149
1245,1245,Behran.Oil,15568.0,16750.0,15257.0,15558.0,17789647
1246,1246,Behran.Oil,15558.0,15600.0,15550.0,15560.0,13775
1247,1247,Behran.Oil,15560.0,15871.0,15500.0,15600.0,33204
1248,1248,Behran.Oil,15600.0,15912.0,15750.0,15756.0,93976
1249,1249,Behran.Oil,15756.0,16001.0,15700.0,15811.0,62140
1250,1250,Behran.Oil,15811.0,15990.0,15722.0,15836.0,66336
1251,1251,Behran.Oil,15836.0,15996.0,15650.0,15845.0,21069
1252,1252,Behran.Oil,15845.0,15987.0,15702.0,15861.0,20848
1253,1253,Behran.Oil,15861.0,15898.0,15601.0,15847.0,13014
1254,1254,Behran.Oil,15847.0,15816.0,15531.0,15816.0,14509
1255,1255,Behran.Oil,15816.0,15870.0,15500.0,15770.0,79674
1256,1256,Behran.Oil,15770.0,15769.0,15700.0,15769.0,6914
1257,1257,Behran.Oil,15769.0,15770.0,15752.0,15768.0,14144
1258,1258,Behran.Oil,15768.0,15764.0,15680.0,15764.0,7103
1259,1259,Behran.Oil,15764.0,15800.0,15650.0,15752.0,64459
1260,1260,Behran.Oil,15752.0,15761.0,15438.0,15724.0,27117
1261,1261,Behran.Oil,15724.0,15709.0,15445.0,15709.0,13960
1262,1262,Behran.Oil,15709.0,15720.0,15709.0,15709.0,6198
1263,1263,Behran.Oil,15709.0,15694.0,15441.0,15672.0,23962
1264,1264,Behran.Oil,15672.0,15670.0,15623.0,15670.0,6631
1265,1265,Behran.Oil,15670.0,15667.0,15452.0,15667.0,2188
1266,1266,Behran.Oil,15667.0,15665.0,15600.0,15665.0,5899
1267,1267,Behran.Oil,15665.0,15651.0,15500.0,15651.0,12382
1268,1268,Behran.Oil,15651.0,15651.0,15638.0,15650.0,12338
1269,1269,Behran.Oil,15650.0,15650.0,15517.0,15627.0,25201
1270,1270,Behran.Oil,15627.0,15620.0,15466.0,15620.0,7772
1271,1271,Behran.Oil,15620.0,15618.0,15540.0,15618.0,4547
1272,1272,Behran.Oil,15618.0,15620.0,15600.0,15617.0,8062
1273,1273,Behran.Oil,15617.0,15617.0,15501.0,15613.0,13850
1274,1274,Behran.Oil,15613.0,15585.0,15301.0,15585.0,33582
1275,1275,Behran.Oil,15585.0,15579.0,15534.0,15579.0,16838
1276,1276,Behran.Oil,15579.0,15579.0,15536.0,15576.0,10796
1277,1277,Behran.Oil,15576.0,15598.0,15265.0,15566.0,11910
1278,1278,Behran.Oil,15566.0,15566.0,15261.0,15565.0,7380
1279,1279,Behran.Oil,15565.0,15545.0,15261.0,15545.0,10651
1280,1280,Behran.Oil,15545.0,15532.0,15264.0,15532.0,8414
1281,1281,Behran.Oil,15532.0,15469.0,15244.0,15469.0,46900
1282,1282,Behran.Oil,15469.0,15468.0,15210.0,15443.0,15797
1283,1283,Behran.Oil,15443.0,15442.0,15310.0,15442.0,3072
1284,1284,Behran.Oil,15442.0,15749.0,15450.0,15450.0,4416
1285,1285,Behran.Oil,15450.0,15700.0,15400.0,15453.0,17973
1286,1286,Behran.Oil,15453.0,15500.0,15400.0,15453.0,1764
1287,1287,Behran.Oil,15453.0,15762.0,15515.0,15515.0,29160
1288,1288,Behran.Oil,15515.0,15825.0,15587.0,15587.0,33440
1289,1289,Behran.Oil,15587.0,15898.0,15727.0,15727.0,64950
1290,1290,Behran.Oil,15727.0,16041.0,15811.0,15811.0,38993
1291,1291,Behran.Oil,15811.0,16126.0,15846.0,15846.0,16389
1292,1292,Behran.Oil,15846.0,16055.0,15896.0,15896.0,45597
1293,1293,Behran.Oil,15896.0,16000.0,15900.0,15909.0,24589
1294,1294,Behran.Oil,15909.0,15998.0,15914.0,15914.0,9206
1295,1295,Behran.Oil,15914.0,15940.0,15800.0,15913.0,15313
1296,1296,Behran.Oil,15913.0,16227.0,15921.0,15921.0,6388
1297,1297,Behran.Oil,15921.0,16239.0,15990.0,15990.0,35120
1298,1298,Behran.Oil,15990.0,16010.0,15990.0,15992.0,28711
1299,1299,Behran.Oil,15992.0,16311.0,16067.0,16067.0,33846
1300,1300,Behran.Oil,16067.0,16072.0,15934.0,16057.0,25553
1301,1301,Behran.Oil,16057.0,16100.0,16050.0,16057.0,13459
1302,1302,Behran.Oil,16057.0,16057.0,15736.0,16040.0,20367
1303,1303,Behran.Oil,16040.0,16041.0,15900.0,16037.0,20029
1304,1304,Behran.Oil,16037.0,16037.0,15800.0,16035.0,14008
1305,1305,Behran.Oil,16035.0,16010.0,15801.0,16010.0,25306
1306,1306,Behran.Oil,16010.0,15990.0,15690.0,15946.0,37498
1307,1307,Behran.Oil,15946.0,16029.0,15707.0,15927.0,25689
1308,1308,Behran.Oil,15927.0,16028.0,15610.0,15920.0,11295
1309,1309,Behran.Oil,15920.0,15914.0,15697.0,15914.0,4083
1310,1310,Behran.Oil,15914.0,16100.0,15750.0,15924.0,12632
1311,1311,Behran.Oil,15924.0,15924.0,15652.0,15920.0,4618
1312,1312,Behran.Oil,15920.0,15900.0,15602.0,15900.0,9035
1313,1313,Behran.Oil,15900.0,15950.0,15582.0,15827.0,37279
1314,1314,Behran.Oil,15827.0,16000.0,15583.0,15836.0,9238
1315,1315,Behran.Oil,15836.0,16152.0,15878.0,15878.0,19590
1316,1316,Behran.Oil,15878.0,16195.0,16005.0,16005.0,58027
1317,1317,Behran.Oil,16005.0,16300.0,16005.0,16015.0,7867
1318,1318,Behran.Oil,16015.0,16168.0,16015.0,16018.0,4866
1319,1319,Behran.Oil,16018.0,16015.0,15700.0,16015.0,2987
1320,1320,Behran.Oil,16015.0,15976.0,15695.0,15976.0,19429
1321,1321,Behran.Oil,15976.0,15959.0,15657.0,15948.0,25083
1322,1322,Behran.Oil,15948.0,15830.0,15630.0,15830.0,53460
1323,1323,Behran.Oil,15830.0,16130.0,15830.0,15834.0,2622
1324,1324,Behran.Oil,15834.0,16150.0,15860.0,15860.0,11967
1325,1325,Behran.Oil,15860.0,15860.0,15830.0,15860.0,510
1326,1326,Behran.Oil,15860.0,16001.0,15861.0,15861.0,1378
1327,1327,Behran.Oil,15861.0,16149.0,15861.0,15865.0,4270
1328,1328,Behran.Oil,15865.0,16149.0,15866.0,15866.0,1547
1329,1329,Behran.Oil,15866.0,15911.0,15868.0,15868.0,5295
1330,1330,Behran.Oil,15868.0,16150.0,15878.0,15878.0,7139
1331,1331,Behran.Oil,15878.0,16195.0,15886.0,15886.0,5623
1332,1332,Behran.Oil,15886.0,16149.0,15880.0,15889.0,7939
1333,1333,Behran.Oil,15889.0,16139.0,15895.0,15895.0,6513
1334,1334,Behran.Oil,15895.0,15903.0,15582.0,15884.0,8252
1335,1335,Behran.Oil,15884.0,15852.0,15570.0,15852.0,17928
1336,1336,Behran.Oil,15852.0,15816.0,15535.0,15816.0,16713
1337,1337,Behran.Oil,15816.0,15786.0,15500.0,15786.0,13639
1338,1338,Behran.Oil,15786.0,15763.0,15471.0,15763.0,10479
1339,1339,Behran.Oil,15763.0,15729.0,15448.0,15729.0,15354
1340,1340,Behran.Oil,15729.0,16043.0,15415.0,15680.0,37851
1341,1341,Behran.Oil,15680.0,15625.0,15367.0,15625.0,25449
1342,1342,Behran.Oil,15625.0,15492.0,15313.0,15492.0,61426
1343,1343,Behran.Oil,15492.0,15325.0,15183.0,15325.0,78010
1344,1344,Behran.Oil,15325.0,15230.0,15019.0,15230.0,46534
1345,1345,Behran.Oil,15230.0,15190.0,14926.0,15080.0,80740
1346,1346,Behran.Oil,15080.0,14998.0,14779.0,14998.0,39482
1347,1347,Behran.Oil,14998.0,14964.0,14699.0,14964.0,16627
1348,1348,Behran.Oil,14964.0,14926.0,14665.0,14926.0,18474
1349,1349,Behran.Oil,14926.0,14912.0,14628.0,14912.0,7187
1350,1350,Behran.Oil,14912.0,14871.0,14614.0,14871.0,20021
1351,1351,Behran.Oil,14871.0,15000.0,14620.0,14870.0,1813
1352,1352,Behran.Oil,14870.0,15000.0,14881.0,14881.0,12174
1353,1353,Behran.Oil,14881.0,14856.0,14584.0,14856.0,22549
1354,1354,Behran.Oil,14856.0,14856.0,14415.0,14853.0,2679
1355,1355,Behran.Oil,14853.0,14853.0,14411.0,14838.0,8151
1356,1356,Behran.Oil,14838.0,14831.0,14411.0,14831.0,3596
1357,1357,Behran.Oil,14831.0,14803.0,14411.0,14803.0,10508
1358,1358,Behran.Oil,14803.0,14788.0,14359.0,14788.0,4810
1359,1359,Behran.Oil,14788.0,14781.0,14345.0,14781.0,2239
1360,1360,Behran.Oil,14781.0,14772.0,14338.0,14772.0,3083
1361,1361,Behran.Oil,14772.0,14768.0,14329.0,14768.0,1352
1362,1362,Behran.Oil,14768.0,14605.0,14325.0,14605.0,52947
1363,1363,Behran.Oil,14605.0,14511.0,14167.0,14511.0,36562
1364,1364,Behran.Oil,14511.0,14497.0,14339.0,14497.0,11955
1365,1365,Behran.Oil,14497.0,14476.0,14299.0,14476.0,18245
1366,1366,Behran.Oil,14476.0,14463.0,14343.0,14463.0,15300
1367,1367,Behran.Oil,14463.0,14896.0,14030.0,14190.0,101128
1368,1368,Behran.Oil,14190.0,14615.0,13765.0,13896.0,513034
1369,1369,Behran.Oil,13896.0,13895.0,13889.0,13895.0,11306
1370,1370,Behran.Oil,13895.0,13895.0,13770.0,13894.0,19790
1371,1371,Behran.Oil,13894.0,13900.0,13895.0,13895.0,24410
1372,1372,Behran.Oil,13895.0,14311.0,14029.0,14029.0,46821
1373,1373,Behran.Oil,14029.0,14430.0,14040.0,14040.0,4425
1374,1374,Behran.Oil,14040.0,14100.0,13960.0,14040.0,17270
1375,1375,Behran.Oil,14040.0,14040.0,14000.0,14040.0,20875
1376,1376,Behran.Oil,14040.0,14040.0,14032.0,14040.0,11231
1377,1377,Behran.Oil,14040.0,14027.0,13899.0,14027.0,19757
1378,1378,Behran.Oil,14027.0,14027.0,13899.0,14013.0,26027
1379,1379,Behran.Oil,14013.0,13975.0,13593.0,13975.0,14509
1380,1380,Behran.Oil,13975.0,13970.0,13562.0,13970.0,3331
1381,1381,Behran.Oil,13970.0,13882.0,13556.0,13825.0,82322
1382,1382,Behran.Oil,13825.0,13871.0,13413.0,13817.0,2897
1383,1383,Behran.Oil,13817.0,13749.0,13403.0,13749.0,23776
1384,1384,Behran.Oil,13749.0,13797.0,13749.0,13749.0,82
1385,1385,Behran.Oil,13749.0,13800.0,13400.0,13618.0,74762
1386,1386,Behran.Oil,13618.0,13640.0,13210.0,13461.0,69845
